id,created_at,updated_at,cluster,text,location,category,w_p,execution_count,source,is_active
79,2026-05-11 19:54:48.734924+00:00,2026-05-11 19:54:48.734927+00:00,Onboarding and Setup,What onboarding support does Coverfox provide for new health insurance customers?,Global,Onboarding and Setup,1.0,0,suggested,True
78,2026-05-11 19:54:48.734589+00:00,2026-05-11 19:54:48.734609+00:00,Onboarding and Setup,How does the onboarding experience of GoDigit compare with Policybazaar for health insurance?,Global,Onboarding and Setup,1.0,0,suggested,True
77,2026-05-11 19:54:48.733944+00:00,2026-05-11 19:54:48.733948+00:00,Onboarding and Setup,What unique features does GoDigit offer to simplify health insurance onboarding compared to others?,Global,Onboarding and Setup,1.0,0,suggested,True
76,2026-05-11 19:54:48.733522+00:00,2026-05-11 19:54:48.733526+00:00,Onboarding and Setup,How does GoDigit streamline the onboarding process for health insurance consumers?,Global,Onboarding and Setup,1.0,0,suggested,True
75,2026-05-11 19:54:48.733243+00:00,2026-05-11 19:54:48.733246+00:00,Onboarding and Setup,What are the best practices for a smooth onboarding experience in health insurance?,Global,Onboarding and Setup,1.0,0,suggested,True
74,2026-05-11 19:54:48.732941+00:00,2026-05-11 19:54:48.732946+00:00,Onboarding and Setup,Are there any common challenges faced during the onboarding of health insurance policies?,Global,Onboarding and Setup,1.0,0,suggested,True
73,2026-05-11 19:54:48.732284+00:00,2026-05-11 19:54:48.732296+00:00,Onboarding and Setup,What information do I need to provide during the onboarding process for health insurance?,Global,Onboarding and Setup,1.0,0,suggested,True
72,2026-05-11 19:54:48.731628+00:00,2026-05-11 19:54:48.731637+00:00,Onboarding and Setup,How long does the onboarding process usually take for health insurance policies in India?,Global,Onboarding and Setup,1.0,0,suggested,True
71,2026-05-11 19:54:48.730490+00:00,2026-05-11 19:54:48.730510+00:00,Onboarding and Setup,What are the typical steps involved in onboarding for health insurance consumers in India?,Global,Onboarding and Setup,1.0,0,suggested,True
70,2026-05-11 19:54:43.742385+00:00,2026-05-11 19:54:43.742390+00:00,Social Proof: Reviews and Case Studies,What insights can I gather from customer experiences with Bajaj Allianz and Star Health insurance policies?,Global,Social Proof: Reviews and Case Studies,1.0,0,suggested,True
69,2026-05-11 19:54:43.742089+00:00,2026-05-11 19:54:43.742093+00:00,Social Proof: Reviews and Case Studies,Are there any notable reviews that discuss the pricing transparency of Max Bupa's health insurance plans?,Global,Social Proof: Reviews and Case Studies,1.0,0,suggested,True
68,2026-05-11 19:54:43.741514+00:00,2026-05-11 19:54:43.741518+00:00,Social Proof: Reviews and Case Studies,What do users say about the transparency of claims processes at GoDigit versus HDFC ERGO?,Global,Social Proof: Reviews and Case Studies,1.0,0,suggested,True
67,2026-05-11 19:54:43.741205+00:00,2026-05-11 19:54:43.741219+00:00,Social Proof: Reviews and Case Studies,How does GoDigit's claims process compare to that of Policybazaar in terms of customer feedback?,Global,Social Proof: Reviews and Case Studies,1.0,0,suggested,True
66,2026-05-11 19:54:43.740910+00:00,2026-05-11 19:54:43.740915+00:00,Social Proof: Reviews and Case Studies,What are the key differences in customer reviews between GoDigit and other health insurance providers?,Global,Social Proof: Reviews and Case Studies,1.0,0,suggested,True
65,2026-05-11 19:54:43.740609+00:00,2026-05-11 19:54:43.740621+00:00,Social Proof: Reviews and Case Studies,How can I find reliable testimonials from users of health insurance products in India?,Global,Social Proof: Reviews and Case Studies,1.0,0,suggested,True
64,2026-05-11 19:54:43.740285+00:00,2026-05-11 19:54:43.740290+00:00,Social Proof: Reviews and Case Studies,What factors influence customer satisfaction ratings for health insurance policies in India?,Global,Social Proof: Reviews and Case Studies,1.0,0,suggested,True
63,2026-05-11 19:54:43.740005+00:00,2026-05-11 19:54:43.740009+00:00,Social Proof: Reviews and Case Studies,Are there any case studies that highlight successful claims experiences with health insurance companies?,Global,Social Proof: Reviews and Case Studies,1.0,0,suggested,True
62,2026-05-11 19:54:43.739536+00:00,2026-05-11 19:54:43.739546+00:00,Social Proof: Reviews and Case Studies,How do health insurance consumers evaluate the credibility of online reviews for different insurers?,Global,Social Proof: Reviews and Case Studies,1.0,0,suggested,True
61,2026-05-11 19:54:43.737033+00:00,2026-05-11 19:54:43.737059+00:00,Social Proof: Reviews and Case Studies,What are the most common customer reviews about health insurance providers in India?,Global,Social Proof: Reviews and Case Studies,1.0,0,suggested,True
60,2026-05-11 19:54:38.174172+00:00,2026-05-11 19:54:38.174174+00:00,"Technical Fit: Integrations, Security, Compliance, Scalability",What security measures does HDFC ERGO implement to protect customer information in their health insurance products?,Global,"Technical Fit: Integrations, Security, Compliance, Scalability",1.0,0,suggested,True
59,2026-05-11 19:54:38.173986+00:00,2026-05-11 19:54:38.173988+00:00,"Technical Fit: Integrations, Security, Compliance, Scalability",How does Policybazaar handle claims transparency compared to GoDigit in their health insurance offerings?,Global,"Technical Fit: Integrations, Security, Compliance, Scalability",1.0,0,suggested,True
58,2026-05-11 19:54:38.173807+00:00,2026-05-11 19:54:38.173809+00:00,"Technical Fit: Integrations, Security, Compliance, Scalability",Is GoDigit compliant with the latest health insurance regulations in India and globally?,Global,"Technical Fit: Integrations, Security, Compliance, Scalability",1.0,0,suggested,True
57,2026-05-11 19:54:38.173609+00:00,2026-05-11 19:54:38.173612+00:00,"Technical Fit: Integrations, Security, Compliance, Scalability",What are the integration capabilities of GoDigit for connecting with other financial services?,Global,"Technical Fit: Integrations, Security, Compliance, Scalability",1.0,0,suggested,True
56,2026-05-11 19:54:38.173408+00:00,2026-05-11 19:54:38.173415+00:00,"Technical Fit: Integrations, Security, Compliance, Scalability",How does GoDigit compare with other health insurance platforms in terms of security and compliance?,Global,"Technical Fit: Integrations, Security, Compliance, Scalability",1.0,0,suggested,True
55,2026-05-11 19:54:38.173235+00:00,2026-05-11 19:54:38.173238+00:00,"Technical Fit: Integrations, Security, Compliance, Scalability",What compliance certifications should a health insurance provider have to be considered trustworthy?,Global,"Technical Fit: Integrations, Security, Compliance, Scalability",1.0,0,suggested,True
54,2026-05-11 19:54:38.173056+00:00,2026-05-11 19:54:38.173063+00:00,"Technical Fit: Integrations, Security, Compliance, Scalability",How scalable are the health insurance solutions available in the market for growing businesses?,Global,"Technical Fit: Integrations, Security, Compliance, Scalability",1.0,0,suggested,True
53,2026-05-11 19:54:38.172868+00:00,2026-05-11 19:54:38.172876+00:00,"Technical Fit: Integrations, Security, Compliance, Scalability",What integrations should I look for in a health insurance platform to ensure seamless operations?,Global,"Technical Fit: Integrations, Security, Compliance, Scalability",1.0,0,suggested,True
52,2026-05-11 19:54:38.172657+00:00,2026-05-11 19:54:38.172660+00:00,"Technical Fit: Integrations, Security, Compliance, Scalability",How do different health insurance providers ensure compliance with global regulations and standards?,Global,"Technical Fit: Integrations, Security, Compliance, Scalability",1.0,0,suggested,True
51,2026-05-11 19:54:38.171314+00:00,2026-05-11 19:54:38.171343+00:00,"Technical Fit: Integrations, Security, Compliance, Scalability",What are the key security features that health insurance platforms should have to protect user data?,Global,"Technical Fit: Integrations, Security, Compliance, Scalability",1.0,0,suggested,True
50,2026-05-11 19:54:34.019743+00:00,2026-05-11 19:54:34.019746+00:00,Pricing and ROI Evaluation,What are the differences in policy coverage and pricing between Bajaj Allianz and TATA AIG for health insurance?,Global,Pricing and ROI Evaluation,1.0,0,suggested,True
49,2026-05-11 19:54:34.019582+00:00,2026-05-11 19:54:34.019585+00:00,Pricing and ROI Evaluation,How does the claims process of Max Bupa affect the overall value and pricing of their health insurance plans?,Global,Pricing and ROI Evaluation,1.0,0,suggested,True
48,2026-05-11 19:54:34.019428+00:00,2026-05-11 19:54:34.019430+00:00,Pricing and ROI Evaluation,What are the customer reviews saying about the pricing transparency of HDFC ERGO's health insurance policies?,Global,Pricing and ROI Evaluation,1.0,0,suggested,True
47,2026-05-11 19:54:34.019218+00:00,2026-05-11 19:54:34.019221+00:00,Pricing and ROI Evaluation,How does GoDigit's pricing for health insurance compare to that of Policybazaar and Coverfox?,Global,Pricing and ROI Evaluation,1.0,0,suggested,True
46,2026-05-11 19:54:34.019034+00:00,2026-05-11 19:54:34.019037+00:00,Pricing and ROI Evaluation,What are the key features of GoDigit's health insurance plans that impact their pricing and overall value?,Global,Pricing and ROI Evaluation,1.0,0,suggested,True
45,2026-05-11 19:54:34.018745+00:00,2026-05-11 19:54:34.018771+00:00,Pricing and ROI Evaluation,How can I compare the pricing and coverage of various health insurance policies available in India?,Global,Pricing and ROI Evaluation,1.0,0,suggested,True
44,2026-05-11 19:54:34.018565+00:00,2026-05-11 19:54:34.018567+00:00,Pricing and ROI Evaluation,Are there any hidden fees or costs that consumers should be aware of when purchasing health insurance in India?,Global,Pricing and ROI Evaluation,1.0,0,suggested,True
43,2026-05-11 19:54:34.018393+00:00,2026-05-11 19:54:34.018395+00:00,Pricing and ROI Evaluation,What should consumers look for in terms of ROI when evaluating health insurance plans in India?,Global,Pricing and ROI Evaluation,1.0,0,suggested,True
42,2026-05-11 19:54:34.018214+00:00,2026-05-11 19:54:34.018217+00:00,Pricing and ROI Evaluation,"How do health insurance premiums vary between different providers in India, and what factors influence these prices?",Global,Pricing and ROI Evaluation,1.0,0,suggested,True
41,2026-05-11 19:54:34.017674+00:00,2026-05-11 19:54:34.017687+00:00,Pricing and ROI Evaluation,What are the average costs associated with health insurance policies in India for individuals and families?,Global,Pricing and ROI Evaluation,1.0,0,suggested,True
40,2026-05-11 19:54:30.598714+00:00,2026-05-11 19:54:30.598723+00:00,Vendor Comparison and Competitive Positioning,How do customer trust levels for health insurance differ between Max Bupa and Star Health and Allied Insurance?,Global,Vendor Comparison and Competitive Positioning,1.0,0,suggested,True
39,2026-05-11 19:54:30.598532+00:00,2026-05-11 19:54:30.598534+00:00,Vendor Comparison and Competitive Positioning,What regulatory compliance certifications do health insurance companies like HDFC ERGO and Bajaj Allianz have?,Global,Vendor Comparison and Competitive Positioning,1.0,0,suggested,True
38,2026-05-11 19:54:30.598335+00:00,2026-05-11 19:54:30.598339+00:00,Vendor Comparison and Competitive Positioning,How transparent is the claims process at Coverfox compared to GoDigit for health insurance?,Global,Vendor Comparison and Competitive Positioning,1.0,0,suggested,True
37,2026-05-11 19:54:30.598079+00:00,2026-05-11 19:54:30.598082+00:00,Vendor Comparison and Competitive Positioning,What are the customer experiences with the claims process at GoDigit compared to Policybazaar?,Global,Vendor Comparison and Competitive Positioning,1.0,0,suggested,True
36,2026-05-11 19:54:30.597882+00:00,2026-05-11 19:54:30.597887+00:00,Vendor Comparison and Competitive Positioning,How does GoDigit's health insurance policy coverage and pricing compare to other providers in India?,Global,Vendor Comparison and Competitive Positioning,1.0,0,suggested,True
35,2026-05-11 19:54:30.597378+00:00,2026-05-11 19:54:30.597380+00:00,Vendor Comparison and Competitive Positioning,What factors contribute to trust and credibility in health insurance companies like GoDigit and its competitors?,Global,Vendor Comparison and Competitive Positioning,1.0,0,suggested,True
34,2026-05-11 19:54:30.597208+00:00,2026-05-11 19:54:30.597211+00:00,Vendor Comparison and Competitive Positioning,Are there significant differences in customer reviews for health insurance between Star Health and Allied Insurance and GoDigit?,Global,Vendor Comparison and Competitive Positioning,1.0,0,suggested,True
33,2026-05-11 19:54:30.597015+00:00,2026-05-11 19:54:30.597019+00:00,Vendor Comparison and Competitive Positioning,What should I consider when comparing health insurance policies from Bajaj Allianz and TATA AIG?,Global,Vendor Comparison and Competitive Positioning,1.0,0,suggested,True
32,2026-05-11 19:54:30.596763+00:00,2026-05-11 19:54:30.596768+00:00,Vendor Comparison and Competitive Positioning,How do the claims processes of HDFC ERGO and Max Bupa compare for health insurance customers?,Global,Vendor Comparison and Competitive Positioning,1.0,0,suggested,True
31,2026-05-11 19:54:30.595195+00:00,2026-05-11 19:54:30.595216+00:00,Vendor Comparison and Competitive Positioning,What are the key differences between health insurance providers in India like Policybazaar and Coverfox?,Global,Vendor Comparison and Competitive Positioning,1.0,0,suggested,True
30,2026-05-11 19:54:26.560084+00:00,2026-05-11 19:54:26.560092+00:00,Exploring Retirement and Pension Plans,What are the differences in policy comparison clarity between Max Bupa and Star Health for retirement plans?,Global,Exploring Retirement and Pension Plans,1.0,0,suggested,True
29,2026-05-11 19:54:26.559342+00:00,2026-05-11 19:54:26.559350+00:00,Exploring Retirement and Pension Plans,How does the claims process for retirement and pension plans work with Coverfox compared to Bajaj Allianz?,Global,Exploring Retirement and Pension Plans,1.0,0,suggested,True
28,2026-05-11 19:54:26.558698+00:00,2026-05-11 19:54:26.558708+00:00,Exploring Retirement and Pension Plans,Is GoDigit's retirement plan more transparent in its claims process than HDFC ERGO's offerings?,Global,Exploring Retirement and Pension Plans,1.0,0,suggested,True
27,2026-05-11 19:54:26.557992+00:00,2026-05-11 19:54:26.558001+00:00,Exploring Retirement and Pension Plans,What are the customer reviews for GoDigit's retirement and pension plans compared to Policybazaar?,Global,Exploring Retirement and Pension Plans,1.0,0,suggested,True
26,2026-05-11 19:54:26.557229+00:00,2026-05-11 19:54:26.557318+00:00,Exploring Retirement and Pension Plans,How does GoDigit's retirement and pension plan compare to others in terms of coverage and pricing?,Global,Exploring Retirement and Pension Plans,1.0,0,suggested,True
25,2026-05-11 19:54:26.556585+00:00,2026-05-11 19:54:26.556593+00:00,Exploring Retirement and Pension Plans,What should I know about the regulatory compliance of retirement and pension plans in India?,Global,Exploring Retirement and Pension Plans,1.0,0,suggested,True
24,2026-05-11 19:54:26.556017+00:00,2026-05-11 19:54:26.556025+00:00,Exploring Retirement and Pension Plans,Can anyone explain the benefits of investing in retirement and pension plans for health insurance?,Global,Exploring Retirement and Pension Plans,1.0,0,suggested,True
23,2026-05-11 19:54:26.555383+00:00,2026-05-11 19:54:26.555397+00:00,Exploring Retirement and Pension Plans,What are the most common retirement and pension plans available for health insurance consumers in India?,Global,Exploring Retirement and Pension Plans,1.0,0,suggested,True
22,2026-05-11 19:54:26.554163+00:00,2026-05-11 19:54:26.554191+00:00,Exploring Retirement and Pension Plans,How do retirement and pension plans differ across various health insurance providers in India?,Global,Exploring Retirement and Pension Plans,1.0,0,suggested,True
21,2026-05-11 19:54:26.550876+00:00,2026-05-11 19:54:26.550901+00:00,Exploring Retirement and Pension Plans,What are the key factors to consider when choosing retirement and pension plans for health insurance consumers?,Global,Exploring Retirement and Pension Plans,1.0,0,suggested,True
20,2026-05-11 19:54:22.298706+00:00,2026-05-11 19:54:22.298713+00:00,Insights on Various Insurance Types,What are the customer trust ratings for Max Bupa and Star Health in the health insurance market?,Global,Insights on Various Insurance Types,1.0,0,suggested,True
19,2026-05-11 19:54:22.298321+00:00,2026-05-11 19:54:22.298329+00:00,Insights on Various Insurance Types,How transparent is the claims process with Policybazaar compared to GoDigit for health insurance?,Global,Insights on Various Insurance Types,1.0,0,suggested,True
18,2026-05-11 19:54:22.297866+00:00,2026-05-11 19:54:22.297871+00:00,Insights on Various Insurance Types,Can you provide insights on customer reviews for GoDigit's health insurance compared to Bajaj Allianz?,Global,Insights on Various Insurance Types,1.0,0,suggested,True
17,2026-05-11 19:54:22.297494+00:00,2026-05-11 19:54:22.297498+00:00,Insights on Various Insurance Types,What unique features does GoDigit offer in their health insurance plans that set them apart from competitors?,Global,Insights on Various Insurance Types,1.0,0,suggested,True
16,2026-05-11 19:54:22.297123+00:00,2026-05-11 19:54:22.297128+00:00,Insights on Various Insurance Types,How does GoDigit's health insurance compare to other options like Policybazaar and HDFC ERGO?,Global,Insights on Various Insurance Types,1.0,0,suggested,True
15,2026-05-11 19:54:22.296773+00:00,2026-05-11 19:54:22.296779+00:00,Insights on Various Insurance Types,What factors should I consider when evaluating the credibility of health insurance companies in India?,Global,Insights on Various Insurance Types,1.0,0,suggested,True
14,2026-05-11 19:54:22.296432+00:00,2026-05-11 19:54:22.296436+00:00,Insights on Various Insurance Types,Are there any specific regulatory compliance requirements for health insurance providers in India?,Global,Insights on Various Insurance Types,1.0,0,suggested,True
13,2026-05-11 19:54:22.296117+00:00,2026-05-11 19:54:22.296122+00:00,Insights on Various Insurance Types,What should I know about the claims process for health insurance in India before purchasing a policy?,Global,Insights on Various Insurance Types,1.0,0,suggested,True
12,2026-05-11 19:54:22.295620+00:00,2026-05-11 19:54:22.295626+00:00,Insights on Various Insurance Types,How do I compare health insurance plans effectively to find the best coverage for my needs?,Global,Insights on Various Insurance Types,1.0,0,suggested,True
11,2026-05-11 19:54:22.294169+00:00,2026-05-11 19:54:22.294200+00:00,Insights on Various Insurance Types,What are the key differences between health insurance policies offered by various providers in India?,Global,Insights on Various Insurance Types,1.0,0,suggested,True
10,2026-05-11 19:54:17.501801+00:00,2026-05-11 19:54:17.501806+00:00,Understanding Health Insurance Options,How does the product coverage of Bajaj Allianz health insurance stack up against Max Bupa?,Global,Understanding Health Insurance Options,1.0,0,suggested,True
9,2026-05-11 19:54:17.501504+00:00,2026-05-11 19:54:17.501507+00:00,Understanding Health Insurance Options,What are the customer reviews saying about the transparency of claims processes at HDFC ERGO?,Global,Understanding Health Insurance Options,1.0,0,suggested,True
8,2026-05-11 19:54:17.501175+00:00,2026-05-11 19:54:17.501178+00:00,Understanding Health Insurance Options,How does the claims process of GoDigit health insurance work compared to Policybazaar?,Global,Understanding Health Insurance Options,1.0,0,suggested,True
7,2026-05-11 19:54:17.500891+00:00,2026-05-11 19:54:17.500893+00:00,Understanding Health Insurance Options,What unique features does GoDigit offer in their health insurance plans compared to competitors?,Global,Understanding Health Insurance Options,1.0,0,suggested,True
6,2026-05-11 19:54:17.500655+00:00,2026-05-11 19:54:17.500658+00:00,Understanding Health Insurance Options,How does GoDigit's health insurance compare to other options available in the market?,Global,Understanding Health Insurance Options,1.0,0,suggested,True
5,2026-05-11 19:54:17.500452+00:00,2026-05-11 19:54:17.500456+00:00,Understanding Health Insurance Options,Are there any specific regulatory compliance requirements for health insurance providers in India?,Global,Understanding Health Insurance Options,1.0,0,suggested,True
4,2026-05-11 19:54:17.500237+00:00,2026-05-11 19:54:17.500243+00:00,Understanding Health Insurance Options,What does the claims process typically look like for health insurance in India?,Global,Understanding Health Insurance Options,1.0,0,suggested,True
3,2026-05-11 19:54:17.499676+00:00,2026-05-11 19:54:17.499683+00:00,Understanding Health Insurance Options,What are the common exclusions in health insurance policies that consumers should be aware of?,Global,Understanding Health Insurance Options,1.0,0,suggested,True
2,2026-05-11 19:54:17.497886+00:00,2026-05-11 19:54:17.497892+00:00,Understanding Health Insurance Options,How can I compare different health insurance policies to find the best coverage for my needs?,Global,Understanding Health Insurance Options,1.0,0,suggested,True
1,2026-05-11 19:54:17.495442+00:00,2026-05-11 19:54:17.495514+00:00,Understanding Health Insurance Options,What are the key factors to consider when choosing a health insurance plan in India?,Global,Understanding Health Insurance Options,1.0,0,suggested,True
